date,region,product,units_sold,revenue
2023-03-14,Central,Gadget Lite,57,3419.43
2023-03-14,Central,Service Pack,51,7649.49
2023-03-14,Central,Bundle Deal,57,4559.43
2023-03-15,North,Widget A,31,929.69
2023-03-15,North,Widget B,76,3799.24
2023-03-15,North,Gadget Pro,60,5999.4
2023-03-15,North,Gadget Lite,45,2699.55
2023-03-15,North,Service Pack,35,5249.65
2023-03-15,North,Bundle Deal,66,5279.34
2023-03-15,South,Widget A,33,989.67
2023-03-15,South,Widget B,83,4149.17
2023-03-15,South,Gadget Pro,40,3999.6
2023-03-15,South,Gadget Lite,75,4499.25
2023-03-15,South,Service Pack,47,7049.53
2023-03-15,South,Bundle Deal,73,5839.27
2023-03-15,East,Widget A,38,1139.62
2023-03-15,East,Widget B,50,2499.5
2023-03-15,East,Gadget Pro,62,6199.38
2023-03-15,East,Gadget Lite,59,3539.41
2023-03-15,East,Service Pack,66,9899.34
2023-03-15,East,Bundle Deal,42,3359.58
2023-03-15,West,Widget A,51,1529.49
2023-03-15,West,Widget B,68,3399.32
2023-03-15,West,Gadget Pro,39,3899.61
2023-03-15,West,Gadget Lite,58,3479.42
2023-03-15,West,Service Pack,46,6899.54
2023-03-15,West,Bundle Deal,53,4239.47
2023-03-15,Central,Widget A,51,1529.49
2023-03-15,Central,Widget B,38,1899.62
2023-03-15,Central,Gadget Pro,46,4599.54
2023-03-15,Central,Gadget Lite,52,3119.48
2023-03-15,Central,Service Pack,48,7199.52
2023-03-15,Central,Bundle Deal,73,5839.27
2023-03-16,North,Widget A,65,1949.35
2023-03-16,North,Widget B,54,2699.46
2023-03-16,North,Gadget Pro,38,3799.62
2023-03-16,North,Gadget Lite,37,2219.63
2023-03-16,North,Service Pack,79,11849.21
2023-03-16,North,Bundle Deal,34,2719.66
2023-03-16,South,Widget A,51,1529.49
2023-03-16,South,Widget B,55,2749.45
2023-03-16,South,Gadget Pro,45,4499.55
2023-03-16,South,Gadget Lite,34,2039.66
2023-03-16,South,Service Pack,38,5699.62
2023-03-16,South,Bundle Deal,41,3279.59
2023-03-16,East,Widget A,39,1169.61
2023-03-16,East,Widget B,69,3449.31
2023-03-16,East,Gadget Pro,49,4899.51
2023-03-16,East,Gadget Lite,42,2519.58
2023-03-16,East,Service Pack,51,7649.49
2023-03-16,East,Bundle Deal,60,4799.4
2023-03-16,West,Widget A,44,1319.56
2023-03-16,West,Widget B,63,3149.37
2023-03-16,West,Gadget Pro,30,2999.7
2023-03-16,West,Gadget Lite,67,4019.33
2023-03-16,West,Service Pack,49,7349.51
2023-03-16,West,Bundle Deal,49,3919.51
2023-03-16,Central,Widget A,39,1169.61
2023-03-16,Central,Widget B,31,1549.69
2023-03-16,Central,Gadget Pro,24,2399.76
2023-03-16,Central,Gadget Lite,38,2279.62
2023-03-16,Central,Service Pack,58,8699.42
2023-03-16,Central,Bundle Deal,35,2799.65
2023-03-17,North,Widget A,26,779.74
2023-03-17,North,Widget B,36,1799.64
2023-03-17,North,Gadget Pro,44,4399.56
2023-03-17,North,Gadget Lite,44,2639.56
2023-03-17,North,Service Pack,48,7199.52
2023-03-17,North,Bundle Deal,65,5199.35
2023-03-17,South,Widget A,68,2039.32
2023-03-17,South,Widget B,80,3999.2
2023-03-17,South,Gadget Pro,25,2499.75
2023-03-17,South,Gadget Lite,37,2219.63
2023-03-17,South,Service Pack,60,8999.4
2023-03-17,South,Bundle Deal,43,3439.57
2023-03-17,East,Widget A,62,1859.38
2023-03-17,East,Widget B,53,2649.47
2023-03-17,East,Gadget Pro,73,7299.27
2023-03-17,East,Gadget Lite,65,3899.35
2023-03-17,East,Service Pack,65,9749.35
2023-03-17,East,Bundle Deal,43,3439.57
2023-03-17,West,Widget A,48,1439.52
2023-03-17,West,Widget B,45,2249.55
2023-03-17,West,Gadget Pro,27,2699.73
2023-03-17,West,Gadget Lite,72,4319.28
2023-03-17,West,Service Pack,61,9149.39
2023-03-17,West,Bundle Deal,44,3519.56
2023-03-17,Central,Widget A,69,2069.31
2023-03-17,Central,Widget B,40,1999.6
2023-03-17,Central,Gadget Pro,22,2199.78
2023-03-17,Central,Gadget Lite,65,3899.35
2023-03-17,Central,Service Pack,30,4499.7
2023-03-17,Central,Bundle Deal,47,3759.53
2023-03-18,North,Widget A,53,1589.47
2023-03-18,North,Widget B,55,2749.45
2023-03-18,North,Gadget Pro,62,6199.38
2023-03-18,North,Gadget Lite,58,3479.42
2023-03-18,North,Service Pack,58,8699.42
2023-03-18,North,Bundle Deal,38,3039.62
2023-03-18,South,Widget A,54,1619.46
2023-03-18,South,Widget B,27,1349.73
2023-03-18,South,Gadget Pro,73,7299.27
2023-03-18,South,Gadget Lite,28,1679.72
2023-03-18,South,Service Pack,44,6599.56
2023-03-18,South,Bundle Deal,30,2399.7
2023-03-18,East,Widget A,39,1169.61
2023-03-18,East,Widget B,50,2499.5
2023-03-18,East,Gadget Pro,42,4199.58
2023-03-18,East,Gadget Lite,67,4019.33
2023-03-18,East,Service Pack,53,7949.47
2023-03-18,East,Bundle Deal,43,3439.57
2023-03-18,West,Widget A,47,1409.53
2023-03-18,West,Widget B,68,3399.32
2023-03-18,West,Gadget Pro,63,6299.37
2023-03-18,West,Gadget Lite,32,1919.68
2023-03-18,West,Service Pack,39,5849.61
2023-03-18,West,Bundle Deal,57,4559.43
2023-03-18,Central,Widget A,55,1649.45
2023-03-18,Central,Widget B,34,1699.66
2023-03-18,Central,Gadget Pro,61,6099.39
2023-03-18,Central,Gadget Lite,36,2159.64
2023-03-18,Central,Service Pack,69,10349.31
2023-03-18,Central,Bundle Deal,57,4559.43
2023-03-19,North,Widget A,33,989.67
2023-03-19,North,Widget B,42,2099.58
2023-03-19,North,Gadget Pro,41,4099.59
2023-03-19,North,Gadget Lite,52,3119.48
2023-03-19,North,Service Pack,46,6899.54
2023-03-19,North,Bundle Deal,32,2559.68
2023-03-19,South,Widget A,29,869.71
2023-03-19,South,Widget B,58,2899.42
2023-03-19,South,Gadget Pro,54,5399.46
2023-03-19,South,Gadget Lite,51,3059.49
2023-03-19,South,Service Pack,54,8099.46
2023-03-19,South,Bundle Deal,40,3199.6
2023-03-19,East,Widget A,52,1559.48
2023-03-19,East,Widget B,88,4399.12
2023-03-19,East,Gadget Pro,67,6699.33
2023-03-19,East,Gadget Lite,45,2699.55
2023-03-19,East,Service Pack,42,6299.58
2023-03-19,East,Bundle Deal,7,559.93
2023-03-19,West,Widget A,66,1979.34
2023-03-19,West,Widget B,61,3049.39
2023-03-19,West,Gadget Pro,41,4099.59
2023-03-19,West,Gadget Lite,28,1679.72
2023-03-19,West,Service Pack,32,4799.68
2023-03-19,West,Bundle Deal,56,4479.44
2023-03-19,Central,Widget A,48,1439.52
2023-03-19,Central,Widget B,60,2999.4
2023-03-19,Central,Gadget Pro,51,5099.49
2023-03-19,Central,Gadget Lite,64,3839.36
2023-03-19,Central,Service Pack,55,8249.45
2023-03-19,Central,Bundle Deal,62,4959.38
2023-03-20,North,Widget A,18,539.82
2023-03-20,North,Widget B,31,1549.69
2023-03-20,North,Gadget Pro,44,4399.56
2023-03-20,North,Gadget Lite,66,3959.34
2023-03-20,North,Service Pack,78,11699.22
2023-03-20,North,Bundle Deal,47,3759.53
2023-03-20,South,Widget A,40,1199.6
2023-03-20,South,Widget B,20,999.8
2023-03-20,South,Gadget Pro,62,6199.38
2023-03-20,South,Gadget Lite,41,2459.59
2023-03-20,South,Service Pack,94,14099.06
2023-03-20,South,Bundle Deal,38,3039.62
2023-03-20,East,Widget A,81,2429.19
2023-03-20,East,Widget B,61,3049.39
2023-03-20,East,Gadget Pro,34,3399.66
2023-03-20,East,Gadget Lite,53,3179.47
2023-03-20,East,Service Pack,61,9149.39
2023-03-20,East,Bundle Deal,46,3679.54
2023-03-20,West,Widget A,62,1859.38
2023-03-20,West,Widget B,62,3099.38
2023-03-20,West,Gadget Pro,58,5799.42
2023-03-20,West,Gadget Lite,49,2939.51
2023-03-20,West,Service Pack,32,4799.68
2023-03-20,West,Bundle Deal,48,3839.52
2023-03-20,Central,Widget A,52,1559.48
2023-03-20,Central,Widget B,21,1049.79
2023-03-20,Central,Gadget Pro,52,5199.48
2023-03-20,Central,Gadget Lite,48,2879.52
2023-03-20,Central,Service Pack,30,4499.7
2023-03-20,Central,Bundle Deal,45,3599.55
2023-03-21,North,Widget A,45,1349.55
2023-03-21,North,Widget B,78,3899.22
2023-03-21,North,Gadget Pro,53,5299.47
2023-03-21,North,Gadget Lite,65,3899.35
2023-03-21,North,Service Pack,48,7199.52
2023-03-21,North,Bundle Deal,21,1679.79
2023-03-21,South,Widget A,60,1799.4
2023-03-21,South,Widget B,40,1999.6
2023-03-21,South,Gadget Pro,44,4399.56
2023-03-21,South,Gadget Lite,34,2039.66
2023-03-21,South,Service Pack,51,7649.49
2023-03-21,South,Bundle Deal,65,5199.35
2023-03-21,East,Widget A,63,1889.37
2023-03-21,East,Widget B,73,3649.27
2023-03-21,East,Gadget Pro,75,7499.25
2023-03-21,East,Gadget Lite,19,1139.81
2023-03-21,East,Service Pack,32,4799.68
2023-03-21,East,Bundle Deal,22,1759.78
2023-03-21,West,Widget A,59,1769.41
2023-03-21,West,Widget B,39,1949.61
2023-03-21,West,Gadget Pro,42,4199.58
2023-03-21,West,Gadget Lite,46,2759.54
2023-03-21,West,Service Pack,55,8249.45
2023-03-21,West,Bundle Deal,27,2159.73
2023-03-21,Central,Widget A,31,929.69
2023-03-21,Central,Widget B,50,2499.5
2023-03-21,Central,Gadget Pro,67,6699.33
2023-03-21,Central,Gadget Lite,49,2939.51
2023-03-21,Central,Service Pack,38,5699.62
2023-03-21,Central,Bundle Deal,17,1359.83
2023-03-22,North,Widget A,64,1919.36
2023-03-22,North,Widget B,38,1899.62
2023-03-22,North,Gadget Pro,32,3199.68
2023-03-22,North,Gadget Lite,24,1439.76
2023-03-22,North,Service Pack,28,4199.72
2023-03-22,North,Bundle Deal,35,2799.65
2023-03-22,South,Widget A,46,1379.54
2023-03-22,South,Widget B,31,1549.69
2023-03-22,South,Gadget Pro,52,5199.48
2023-03-22,South,Gadget Lite,46,2759.54
2023-03-22,South,Service Pack,83,12449.17
2023-03-22,South,Bundle Deal,24,1919.76
2023-03-22,East,Widget A,52,1559.48
2023-03-22,East,Widget B,52,2599.48
2023-03-22,East,Gadget Pro,34,3399.66
2023-03-22,East,Gadget Lite,51,3059.49
2023-03-22,East,Service Pack,61,9149.39
2023-03-22,East,Bundle Deal,51,4079.49
2023-03-22,West,Widget A,70,2099.3
2023-03-22,West,Widget B,17,849.83
2023-03-22,West,Gadget Pro,37,3699.63
2023-03-22,West,Gadget Lite,72,4319.28
2023-03-22,West,Service Pack,63,9449.37
2023-03-22,West,Bundle Deal,58,4639.42
2023-03-22,Central,Widget A,68,2039.32
2023-03-22,Central,Widget B,21,1049.79
2023-03-22,Central,Gadget Pro,61,6099.39
2023-03-22,Central,Gadget Lite,65,3899.35
2023-03-22,Central,Service Pack,40,5999.6
2023-03-22,Central,Bundle Deal,89,7119.11
2023-03-23,North,Widget A,52,1559.48
2023-03-23,North,Widget B,17,849.83
2023-03-23,North,Gadget Pro,55,5499.45
2023-03-23,North,Gadget Lite,39,2339.61
2023-03-23,North,Service Pack,67,10049.33
2023-03-23,North,Bundle Deal,58,4639.42
2023-03-23,South,Widget A,41,1229.59
2023-03-23,South,Widget B,72,3599.28
2023-03-23,South,Gadget Pro,64,6399.36
2023-03-23,South,Gadget Lite,37,2219.63
2023-03-23,South,Service Pack,47,7049.53
2023-03-23,South,Bundle Deal,57,4559.43
2023-03-23,East,Widget A,44,1319.56
2023-03-23,East,Widget B,44,2199.56
2023-03-23,East,Gadget Pro,50,4999.5
2023-03-23,East,Gadget Lite,34,2039.66
2023-03-23,East,Service Pack,16,2399.84
2023-03-23,East,Bundle Deal,53,4239.47
2023-03-23,West,Widget A,20,599.8
2023-03-23,West,Widget B,35,1749.65
2023-03-23,West,Gadget Pro,23,2299.77
2023-03-23,West,Gadget Lite,25,1499.75
2023-03-23,West,Service Pack,56,8399.44
2023-03-23,West,Bundle Deal,46,3679.54
2023-03-23,Central,Widget A,46,1379.54
2023-03-23,Central,Widget B,30,1499.7
2023-03-23,Central,Gadget Pro,40,3999.6
2023-03-23,Central,Gadget Lite,55,3299.45
2023-03-23,Central,Service Pack,49,7349.51
2023-03-23,Central,Bundle Deal,62,4959.38
2023-03-24,North,Widget A,64,1919.36
2023-03-24,North,Widget B,46,2299.54
2023-03-24,North,Gadget Pro,22,2199.78
2023-03-24,North,Gadget Lite,38,2279.62
2023-03-24,North,Service Pack,48,7199.52
2023-03-24,North,Bundle Deal,38,3039.62
2023-03-24,South,Widget A,34,1019.66
2023-03-24,South,Widget B,51,2549.49
2023-03-24,South,Gadget Pro,86,8599.14
2023-03-24,South,Gadget Lite,42,2519.58
2023-03-24,South,Service Pack,49,7349.51
2023-03-24,South,Bundle Deal,30,2399.7
2023-03-24,East,Widget A,68,2039.32
2023-03-24,East,Widget B,63,3149.37
2023-03-24,East,Gadget Pro,62,6199.38
2023-03-24,East,Gadget Lite,70,4199.3
2023-03-24,East,Service Pack,43,6449.57
2023-03-24,East,Bundle Deal,45,3599.55
2023-03-24,West,Widget A,75,2249.25
2023-03-24,West,Widget B,59,2949.41
2023-03-24,West,Gadget Pro,16,1599.84
2023-03-24,West,Gadget Lite,56,3359.44
2023-03-24,West,Service Pack,41,6149.59
2023-03-24,West,Bundle Deal,63,5039.37
2023-03-24,Central,Widget A,56,1679.44
2023-03-24,Central,Widget B,23,1149.77
2023-03-24,Central,Gadget Pro,54,5399.46
2023-03-24,Central,Gadget Lite,53,3179.47
2023-03-24,Central,Service Pack,55,8249.45
2023-03-24,Central,Bundle Deal,58,4639.42
2023-03-25,North,Widget A,72,2159.28
2023-03-25,North,Widget B,56,2799.44
2023-03-25,North,Gadget Pro,50,4999.5
2023-03-25,North,Gadget Lite,67,4019.33
2023-03-25,North,Service Pack,83,12449.17
2023-03-25,North,Bundle Deal,63,5039.37
2023-03-25,South,Widget A,53,1589.47
2023-03-25,South,Widget B,56,2799.44
2023-03-25,South,Gadget Pro,53,5299.47
2023-03-25,South,Gadget Lite,50,2999.5
2023-03-25,South,Service Pack,82,12299.18
2023-03-25,South,Bundle Deal,38,3039.62
2023-03-25,East,Widget A,67,2009.33
2023-03-25,East,Widget B,48,2399.52
2023-03-25,East,Gadget Pro,27,2699.73
2023-03-25,East,Gadget Lite,47,2819.53
2023-03-25,East,Service Pack,41,6149.59
2023-03-25,East,Bundle Deal,58,4639.42
2023-03-25,West,Widget A,51,1529.49
2023-03-25,West,Widget B,34,1699.66
2023-03-25,West,Gadget Pro,72,7199.28
2023-03-25,West,Gadget Lite,66,3959.34
2023-03-25,West,Service Pack,73,10949.27
2023-03-25,West,Bundle Deal,53,4239.47
2023-03-25,Central,Widget A,49,1469.51
2023-03-25,Central,Widget B,60,2999.4
2023-03-25,Central,Gadget Pro,41,4099.59
2023-03-25,Central,Gadget Lite,51,3059.49
2023-03-25,Central,Service Pack,47,7049.53
2023-03-25,Central,Bundle Deal,28,2239.72
2023-03-26,North,Widget A,51,1529.49
2023-03-26,North,Widget B,43,2149.57
2023-03-26,North,Gadget Pro,46,4599.54
2023-03-26,North,Gadget Lite,55,3299.45
2023-03-26,North,Service Pack,69,10349.31
2023-03-26,North,Bundle Deal,37,2959.63
2023-03-26,South,Widget A,44,1319.56
2023-03-26,South,Widget B,38,1899.62
2023-03-26,South,Gadget Pro,37,3699.63
2023-03-26,South,Gadget Lite,41,2459.59
2023-03-26,South,Service Pack,47,7049.53
2023-03-26,South,Bundle Deal,58,4639.42
2023-03-26,East,Widget A,54,1619.46
2023-03-26,East,Widget B,34,1699.66
2023-03-26,East,Gadget Pro,69,6899.31
2023-03-26,East,Gadget Lite,64,3839.36
2023-03-26,East,Service Pack,36,5399.64
2023-03-26,East,Bundle Deal,68,5439.32
2023-03-26,West,Widget A,54,1619.46
2023-03-26,West,Widget B,47,2349.53
2023-03-26,West,Gadget Pro,55,5499.45
2023-03-26,West,Gadget Lite,49,2939.51
2023-03-26,West,Service Pack,58,8699.42
2023-03-26,West,Bundle Deal,52,4159.48
2023-03-26,Central,Widget A,44,1319.56
2023-03-26,Central,Widget B,19,949.81
2023-03-26,Central,Gadget Pro,57,5699.43
2023-03-26,Central,Gadget Lite,44,2639.56
2023-03-26,Central,Service Pack,61,9149.39
2023-03-26,Central,Bundle Deal,57,4559.43
2023-03-27,North,Widget A,44,1319.56
2023-03-27,North,Widget B,65,3249.35
2023-03-27,North,Gadget Pro,53,5299.47
2023-03-27,North,Gadget Lite,52,3119.48
2023-03-27,North,Service Pack,47,7049.53
2023-03-27,North,Bundle Deal,75,5999.25
2023-03-27,South,Widget A,39,1169.61
2023-03-27,South,Widget B,45,2249.55
2023-03-27,South,Gadget Pro,31,3099.69
2023-03-27,South,Gadget Lite,60,3599.4
2023-03-27,South,Service Pack,41,6149.59
2023-03-27,South,Bundle Deal,42,3359.58
2023-03-27,East,Widget A,42,1259.58
2023-03-27,East,Widget B,50,2499.5
2023-03-27,East,Gadget Pro,31,3099.69
2023-03-27,East,Gadget Lite,16,959.84
2023-03-27,East,Service Pack,56,8399.44
2023-03-27,East,Bundle Deal,18,1439.82
2023-03-27,West,Widget A,62,1859.38
2023-03-27,West,Widget B,73,3649.27
2023-03-27,West,Gadget Pro,47,4699.53
2023-03-27,West,Gadget Lite,69,4139.31
2023-03-27,West,Service Pack,49,7349.51
2023-03-27,West,Bundle Deal,73,5839.27
2023-03-27,Central,Widget A,43,1289.57
2023-03-27,Central,Widget B,14,699.86
2023-03-27,Central,Gadget Pro,48,4799.52
2023-03-27,Central,Gadget Lite,75,4499.25
2023-03-27,Central,Service Pack,58,8699.42
2023-03-27,Central,Bundle Deal,42,3359.58
2023-03-28,North,Widget A,54,1619.46
2023-03-28,North,Widget B,64,3199.36
2023-03-28,North,Gadget Pro,48,4799.52
2023-03-28,North,Gadget Lite,89,5339.11
2023-03-28,North,Service Pack,42,6299.58
2023-03-28,North,Bundle Deal,65,5199.35
2023-03-28,South,Widget A,61,1829.39
2023-03-28,South,Widget B,39,1949.61
2023-03-28,South,Gadget Pro,43,4299.57
2023-03-28,South,Gadget Lite,65,3899.35
2023-03-28,South,Service Pack,52,7799.48
2023-03-28,South,Bundle Deal,55,4399.45
2023-03-28,East,Widget A,25,749.75
2023-03-28,East,Widget B,59,2949.41
2023-03-28,East,Gadget Pro,54,5399.46
2023-03-28,East,Gadget Lite,49,2939.51
2023-03-28,East,Service Pack,55,8249.45
2023-03-28,East,Bundle Deal,43,3439.57
2023-03-28,West,Widget A,41,1229.59
2023-03-28,West,Widget B,46,2299.54
2023-03-28,West,Gadget Pro,43,4299.57
2023-03-28,West,Gadget Lite,82,4919.18
2023-03-28,West,Service Pack,63,9449.37
2023-03-28,West,Bundle Deal,35,2799.65
2023-03-28,Central,Widget A,80,2399.2
2023-03-28,Central,Widget B,43,2149.57
2023-03-28,Central,Gadget Pro,50,4999.5
2023-03-28,Central,Gadget Lite,63,3779.37
2023-03-28,Central,Service Pack,20,2999.8
2023-03-28,Central,Bundle Deal,46,3679.54
2023-03-29,North,Widget A,41,1229.59
2023-03-29,North,Widget B,53,2649.47
2023-03-29,North,Gadget Pro,55,5499.45
2023-03-29,North,Gadget Lite,48,2879.52
2023-03-29,North,Service Pack,48,7199.52
2023-03-29,North,Bundle Deal,65,5199.35
2023-03-29,South,Widget A,54,1619.46
2023-03-29,South,Widget B,50,2499.5
2023-03-29,South,Gadget Pro,52,5199.48
2023-03-29,South,Gadget Lite,77,4619.23
2023-03-29,South,Service Pack,52,7799.48
2023-03-29,South,Bundle Deal,42,3359.58
2023-03-29,East,Widget A,21,629.79
2023-03-29,East,Widget B,28,1399.72
2023-03-29,East,Gadget Pro,42,4199.58
2023-03-29,East,Gadget Lite,48,2879.52
2023-03-29,East,Service Pack,41,6149.59
2023-03-29,East,Bundle Deal,55,4399.45
2023-03-29,West,Widget A,41,1229.59
2023-03-29,West,Widget B,36,1799.64
2023-03-29,West,Gadget Pro,59,5899.41
2023-03-29,West,Gadget Lite,70,4199.3
2023-03-29,West,Service Pack,33,4949.67
2023-03-29,West,Bundle Deal,53,4239.47
2023-03-29,Central,Widget A,21,629.79
2023-03-29,Central,Widget B,27,1349.73
2023-03-29,Central,Gadget Pro,41,4099.59
2023-03-29,Central,Gadget Lite,67,4019.33
2023-03-29,Central,Service Pack,38,5699.62
2023-03-29,Central,Bundle Deal,37,2959.63
2023-03-30,North,Widget A,50,1499.5
2023-03-30,North,Widget B,50,2499.5
2023-03-30,North,Gadget Pro,38,3799.62
2023-03-30,North,Gadget Lite,79,4739.21
2023-03-30,North,Service Pack,46,6899.54
2023-03-30,North,Bundle Deal,51,4079.49
2023-03-30,South,Widget A,43,1289.57
2023-03-30,South,Widget B,56,2799.44
2023-03-30,South,Gadget Pro,68,6799.32
2023-03-30,South,Gadget Lite,74,4439.26
2023-03-30,South,Service Pack,38,5699.62
2023-03-30,South,Bundle Deal,66,5279.34
2023-03-30,East,Widget A,58,1739.42
2023-03-30,East,Widget B,64,3199.36
2023-03-30,East,Gadget Pro,48,4799.52
2023-03-30,East,Gadget Lite,47,2819.53
2023-03-30,East,Service Pack,64,9599.36
2023-03-30,East,Bundle Deal,64,5119.36
2023-03-30,West,Widget A,73,2189.27
2023-03-30,West,Widget B,52,2599.48
2023-03-30,West,Gadget Pro,48,4799.52
2023-03-30,West,Gadget Lite,13,779.87
2023-03-30,West,Service Pack,25,3749.75
2023-03-30,West,Bundle Deal,44,3519.56
2023-03-30,Central,Widget A,33,989.67
2023-03-30,Central,Widget B,62,3099.38
2023-03-30,Central,Gadget Pro,30,2999.7
2023-03-30,Central,Gadget Lite,42,2519.58
2023-03-30,Central,Service Pack,43,6449.57
2023-03-30,Central,Bundle Deal,68,5439.32
2023-03-31,North,Widget A,40,1199.6
2023-03-31,North,Widget B,56,2799.44
2023-03-31,North,Gadget Pro,52,5199.48
2023-03-31,North,Gadget Lite,63,3779.37
2023-03-31,North,Service Pack,62,9299.38
2023-03-31,North,Bundle Deal,49,3919.51
2023-03-31,South,Widget A,24,719.76
2023-03-31,South,Widget B,46,2299.54
2023-03-31,South,Gadget Pro,49,4899.51
2023-03-31,South,Gadget Lite,54,3239.46
2023-03-31,South,Service Pack,38,5699.62
2023-03-31,South,Bundle Deal,67,5359.33
2023-03-31,East,Widget A,50,1499.5
2023-03-31,East,Widget B,36,1799.64
2023-03-31,East,Gadget Pro,43,4299.57
2023-03-31,East,Gadget Lite,78,4679.22
2023-03-31,East,Service Pack,59,8849.41
2023-03-31,East,Bundle Deal,65,5199.35
2023-03-31,West,Widget A,34,1019.66
2023-03-31,West,Widget B,39,1949.61
2023-03-31,West,Gadget Pro,39,3899.61
2023-03-31,West,Gadget Lite,52,3119.48
2023-03-31,West,Service Pack,47,7049.53
2023-03-31,West,Bundle Deal,42,3359.58
2023-03-31,Central,Widget A,44,1319.56
2023-03-31,Central,Widget B,38,1899.62
2023-03-31,Central,Gadget Pro,47,4699.53
2023-03-31,Central,Gadget Lite,66,3959.34
2023-03-31,Central,Service Pack,27,4049.73
2023-03-31,Central,Bundle Deal,55,4399.45
2023-04-01,North,Widget A,78,2339.22
2023-04-01,North,Widget B,54,2699.46
2023-04-01,North,Gadget Pro,49,4899.51
2023-04-01,North,Gadget Lite,71,4259.29
2023-04-01,North,Service Pack,42,6299.58
2023-04-01,North,Bundle Deal,57,4559.43
2023-04-01,South,Widget A,41,1229.59
2023-04-01,South,Widget B,29,1449.71
2023-04-01,South,Gadget Pro,55,5499.45
2023-04-01,South,Gadget Lite,38,2279.62
2023-04-01,South,Service Pack,57,8549.43
2023-04-01,South,Bundle Deal,74,5919.26
2023-04-01,East,Widget A,85,2549.15
2023-04-01,East,Widget B,58,2899.42
2023-04-01,East,Gadget Pro,72,7199.28
2023-04-01,East,Gadget Lite,63,3779.37
2023-04-01,East,Service Pack,51,7649.49
2023-04-01,East,Bundle Deal,28,2239.72
2023-04-01,West,Widget A,81,2429.19
2023-04-01,West,Widget B,41,2049.59
2023-04-01,West,Gadget Pro,78,7799.22
2023-04-01,West,Gadget Lite,65,3899.35
2023-04-01,West,Service Pack,42,6299.58
2023-04-01,West,Bundle Deal,62,4959.38
2023-04-01,Central,Widget A,89,2669.11
2023-04-01,Central,Widget B,80,3999.2
2023-04-01,Central,Gadget Pro,49,4899.51
2023-04-01,Central,Gadget Lite,46,2759.54
2023-04-01,Central,Service Pack,59,8849.41
2023-04-01,Central,Bundle Deal,55,4399.45
2023-04-02,North,Widget A,75,2249.25
2023-04-02,North,Widget B,68,3399.32
2023-04-02,North,Gadget Pro,32,3199.68
2023-04-02,North,Gadget Lite,64,3839.36
2023-04-02,North,Service Pack,54,8099.46
2023-04-02,North,Bundle Deal,58,4639.42
2023-04-02,South,Widget A,61,1829.39
2023-04-02,South,Widget B,75,3749.25
2023-04-02,South,Gadget Pro,72,7199.28
2023-04-02,South,Gadget Lite,46,2759.54
2023-04-02,South,Service Pack,56,8399.44
2023-04-02,South,Bundle Deal,50,3999.5
2023-04-02,East,Widget A,32,959.68
2023-04-02,East,Widget B,55,2749.45
2023-04-02,East,Gadget Pro,85,8499.15
2023-04-02,East,Gadget Lite,31,1859.69
2023-04-02,East,Service Pack,57,8549.43
2023-04-02,East,Bundle Deal,56,4479.44
2023-04-02,West,Widget A,61,1829.39
2023-04-02,West,Widget B,43,2149.57
2023-04-02,West,Gadget Pro,36,3599.64
2023-04-02,West,Gadget Lite,36,2159.64
2023-04-02,West,Service Pack,77,11549.23
2023-04-02,West,Bundle Deal,42,3359.58
2023-04-02,Central,Widget A,50,1499.5
2023-04-02,Central,Widget B,89,4449.11
2023-04-02,Central,Gadget Pro,46,4599.54
2023-04-02,Central,Gadget Lite,62,3719.38
2023-04-02,Central,Service Pack,73,10949.27
2023-04-02,Central,Bundle Deal,72,5759.28
2023-04-03,North,Widget A,37,1109.63
2023-04-03,North,Widget B,46,2299.54
2023-04-03,North,Gadget Pro,62,6199.38
2023-04-03,North,Gadget Lite,86,5159.14
2023-04-03,North,Service Pack,46,6899.54
2023-04-03,North,Bundle Deal,50,3999.5
2023-04-03,South,Widget A,63,1889.37
2023-04-03,South,Widget B,66,3299.34
2023-04-03,South,Gadget Pro,67,6699.33
2023-04-03,South,Gadget Lite,44,2639.56
2023-04-03,South,Service Pack,49,7349.51
2023-04-03,South,Bundle Deal,60,4799.4
2023-04-03,East,Widget A,76,2279.24
2023-04-03,East,Widget B,53,2649.47
2023-04-03,East,Gadget Pro,57,5699.43
2023-04-03,East,Gadget Lite,42,2519.58
2023-04-03,East,Service Pack,85,12749.15
2023-04-03,East,Bundle Deal,59,4719.41
2023-04-03,West,Widget A,73,2189.27
2023-04-03,West,Widget B,57,2849.43
2023-04-03,West,Gadget Pro,58,5799.42
2023-04-03,West,Gadget Lite,34,2039.66
2023-04-03,West,Service Pack,25,3749.75
2023-04-03,West,Bundle Deal,76,6079.24
2023-04-03,Central,Widget A,58,1739.42
2023-04-03,Central,Widget B,60,2999.4
2023-04-03,Central,Gadget Pro,38,3799.62
2023-04-03,Central,Gadget Lite,43,2579.57
2023-04-03,Central,Service Pack,73,10949.27
2023-04-03,Central,Bundle Deal,83,6639.17
2023-04-04,North,Widget A,48,1439.52
2023-04-04,North,Widget B,67,3349.33
2023-04-04,North,Gadget Pro,60,5999.4
2023-04-04,North,Gadget Lite,55,3299.45
2023-04-04,North,Service Pack,85,12749.15
2023-04-04,North,Bundle Deal,50,3999.5
2023-04-04,South,Widget A,76,2279.24
2023-04-04,South,Widget B,63,3149.37
2023-04-04,South,Gadget Pro,57,5699.43
