order_id,customer_id,category,order_date,quantity,price,discount,country
ORD005745,426,Electronics,2023-05-21,4,61.3,0.32,MX
ORD005746,91,Beauty,2024-09-18,4,397.97,0.38,NL
ORD005747,407,Home & Garden,2023-03-03,8,439.7,0.31,NL
ORD005748,124,Toys,2024-08-08,5,279.87,0.29,CA
ORD005749,336,Toys,2023-11-02,8,438.47,0.24,IT
ORD005750,427,Toys,2023-03-13,4,159.66,0.32,BR
ORD005751,435,Beauty,2023-02-14,10,150.26,0.13,SG
ORD005752,303,Clothing,2024-12-22,3,443.31,0.03,BR
ORD005753,110,Electronics,2024-02-20,5,212.22,0.14,ES
ORD005754,170,Sports,2023-11-21,9,497.12,0.31,FR
ORD005755,356,Beauty,2024-11-06,8,468.08,0.04,UK
ORD005756,319,Clothing,2023-12-05,4,271.13,0.36,MX
ORD005757,145,Automotive,2024-09-10,7,393.49,0.21,IT
ORD005758,287,Electronics,2024-09-15,5,401.05,0.32,SE
ORD005759,470,Clothing,2024-07-01,4,181.98,0.2,US
ORD005760,29,Automotive,2023-03-11,3,233.96,0.34,JP
ORD005761,283,Electronics,2024-11-27,9,452.13,0.4,DE
ORD005762,277,Automotive,2024-04-02,9,257.0,0.32,DE
ORD005763,425,Clothing,2023-10-26,9,154.66,0.35,SG
ORD005764,129,Clothing,2024-07-13,4,69.17,0.33,ES
ORD005765,90,Clothing,2023-02-23,6,216.67,0.18,SG
ORD005766,222,Beauty,2023-05-11,1,228.2,0.14,MX
ORD005767,160,Clothing,2024-05-09,9,249.79,0.23,UK
ORD005768,445,Sports,2024-04-04,2,378.47,0.08,NL
ORD005769,382,Sports,2024-01-18,7,489.0,0.18,AU
ORD005770,197,Toys,2024-05-07,9,198.35,0.05,US
ORD005771,180,Books,2024-11-24,8,406.1,0.12,SG
ORD005772,7,Beauty,2023-04-06,9,317.18,0.28,SG
ORD005773,45,Toys,2023-09-08,7,425.8,0.03,UK
ORD005774,279,Toys,2023-08-03,10,216.25,0.37,FR
ORD005775,329,Sports,2024-11-13,7,235.57,0.02,SE
ORD005776,398,Home & Garden,2023-05-17,7,155.14,0.1,UK
ORD005777,56,Home & Garden,2023-09-26,1,351.94,0.38,SG
ORD005778,81,Beauty,2024-10-23,7,144.24,0.35,CA
ORD005779,278,Beauty,2024-05-04,1,208.18,0.04,SE
ORD005780,45,Clothing,2023-01-23,4,260.79,0.35,AU
ORD005781,419,Sports,2024-12-01,5,411.64,0.34,NL
ORD005782,222,Toys,2023-02-13,5,326.43,0.19,FR
ORD005783,292,Books,2024-01-16,8,271.2,0.35,BR
ORD005784,391,Clothing,2023-06-26,7,44.05,0.19,ES
ORD005785,251,Electronics,2024-04-06,1,39.81,0.06,SE
ORD005786,37,Clothing,2023-07-27,4,182.8,0.09,FR
ORD005787,115,Sports,2024-08-19,1,17.96,0.13,UK
ORD005788,174,Home & Garden,2024-02-17,9,117.17,0.14,BR
ORD005789,82,Toys,2023-08-17,3,475.72,0.3,UK
ORD005790,258,Beauty,2024-09-23,5,112.91,0.09,FR
ORD005791,10,Toys,2024-07-21,9,400.9,0.3,IT
ORD005792,73,Home & Garden,2023-12-26,8,331.53,0.22,FR
ORD005793,401,Beauty,2023-12-25,9,67.98,0.24,US
ORD005794,64,Automotive,2023-12-08,4,106.78,0.28,DE
ORD005795,16,Beauty,2024-01-30,3,20.81,0.32,MX
ORD005796,224,Toys,2024-09-18,5,20.92,0.15,US
ORD005797,430,Sports,2023-02-23,7,444.35,0.27,MX
ORD005798,122,Books,2023-10-11,9,489.94,0.02,FR
ORD005799,199,Books,2024-07-01,8,464.87,0.31,MX
ORD005800,381,Automotive,2024-12-04,9,181.29,0.31,SG
ORD005801,456,Beauty,2023-04-22,1,42.4,0.39,DE
ORD005802,150,Beauty,2023-02-01,9,383.46,0.07,CA
ORD005803,79,Home & Garden,2024-08-10,4,146.8,0.05,SE
ORD005804,124,Beauty,2024-12-09,2,102.1,0.37,AU
ORD005805,406,Clothing,2024-06-05,2,232.88,0.13,ES
ORD005806,169,Automotive,2024-02-09,4,45.86,0.24,BR
ORD005807,433,Automotive,2023-06-20,4,18.17,0.38,CA
ORD005808,247,Sports,2024-11-30,1,255.0,0.27,SG
ORD005809,209,Clothing,2024-06-11,3,316.69,0.11,BR
ORD005810,363,Beauty,2024-05-21,5,307.39,0.05,MX
ORD005811,492,Clothing,2024-10-05,1,18.46,0.14,AU
ORD005812,375,Electronics,2024-10-01,3,48.97,0.27,IT
ORD005813,106,Clothing,2023-02-28,10,97.73,0.38,ES
ORD005814,163,Home & Garden,2023-01-15,10,170.95,0.03,BR
ORD005815,56,Clothing,2023-06-12,6,365.89,0.17,JP
ORD005816,296,Toys,2024-10-26,5,18.43,0.32,IN
ORD005817,486,Books,2024-01-25,2,98.56,0.35,CA
ORD005818,158,Beauty,2024-04-17,10,373.59,0.34,BR
ORD005819,129,Sports,2023-09-10,3,198.13,0.31,NL
ORD005820,465,Toys,2023-11-07,2,230.53,0.07,SG
ORD005821,15,Clothing,2023-08-08,1,56.94,0.14,AU
ORD005822,106,Sports,2024-11-17,9,152.75,0.24,SE
ORD005823,197,Beauty,2023-10-28,4,173.73,0.05,SG
ORD005824,470,Sports,2024-09-02,5,479.16,0.16,JP
ORD005825,496,Home & Garden,2023-04-24,1,280.54,0.08,AU
ORD005826,447,Sports,2023-08-20,3,71.68,0.12,JP
ORD005827,421,Home & Garden,2023-05-13,3,375.89,0.32,BR
ORD005828,15,Electronics,2023-08-03,10,464.85,0.27,JP
ORD005829,49,Toys,2024-05-02,5,23.77,0.0,AU
ORD005830,447,Home & Garden,2023-04-14,3,264.2,0.37,SG
ORD005831,180,Electronics,2024-01-27,7,205.77,0.21,BR
ORD005832,81,Beauty,2023-01-03,3,313.06,0.26,US
ORD005833,269,Books,2024-12-18,9,58.99,0.25,SG
ORD005834,461,Beauty,2023-01-26,10,80.92,0.03,UK
ORD005835,399,Toys,2024-07-04,1,279.19,0.36,UK
ORD005836,210,Sports,2024-09-26,5,246.62,0.27,IN
ORD005837,97,Home & Garden,2024-12-28,3,351.11,0.1,NL
ORD005838,384,Automotive,2024-04-19,9,361.14,0.03,NL
ORD005839,46,Electronics,2024-03-18,2,412.32,0.4,SE
ORD005840,58,Clothing,2024-02-12,5,376.74,0.37,BR
ORD005841,367,Home & Garden,2024-07-12,4,473.35,0.29,IT
ORD005842,93,Electronics,2024-09-27,5,301.54,0.21,FR
ORD005843,11,Clothing,2024-01-21,2,387.15,0.24,JP
ORD005844,496,Electronics,2024-06-09,2,457.58,0.2,SG
ORD005845,258,Automotive,2024-12-03,3,241.51,0.34,BR
ORD005846,392,Electronics,2023-03-23,7,64.54,0.3,DE
ORD005847,354,Electronics,2024-03-06,10,420.44,0.03,IT
ORD005848,412,Beauty,2023-02-19,10,64.4,0.13,IT
ORD005849,334,Electronics,2023-11-15,7,170.86,0.29,SG
ORD005850,356,Books,2024-06-14,1,393.17,0.39,SE
ORD005851,256,Sports,2023-10-05,9,109.82,0.3,AU
ORD005852,81,Electronics,2023-03-15,10,111.31,0.2,NL
ORD005853,391,Clothing,2024-08-28,6,414.93,0.31,SE
ORD005854,242,Automotive,2023-06-28,6,174.12,0.29,SE
ORD005855,296,Beauty,2024-01-02,9,257.82,0.28,CA
ORD005856,152,Toys,2023-04-20,4,135.42,0.38,IN
ORD005857,412,Clothing,2024-12-23,4,186.36,0.25,IN
ORD005858,378,Automotive,2023-10-07,8,392.57,0.21,SE
ORD005859,291,Home & Garden,2024-08-22,3,431.58,0.3,IN
ORD005860,91,Home & Garden,2023-10-08,9,237.83,0.35,CA
ORD005861,217,Beauty,2023-09-13,6,253.36,0.25,DE
ORD005862,130,Toys,2023-06-25,4,342.55,0.01,BR
ORD005863,299,Electronics,2023-10-23,10,145.93,0.03,DE
ORD005864,35,Sports,2024-09-30,2,379.81,0.33,US
ORD005865,213,Automotive,2024-04-28,9,473.19,0.2,NL
ORD005866,491,Toys,2023-02-08,6,90.64,0.4,DE
ORD005867,105,Beauty,2024-01-30,3,187.2,0.09,SG
ORD005868,247,Toys,2023-12-30,7,71.51,0.28,JP
ORD005869,236,Books,2024-05-16,10,60.22,0.17,SG
ORD005870,434,Clothing,2024-07-05,2,297.15,0.01,JP
ORD005871,475,Home & Garden,2024-02-17,6,144.13,0.15,FR
ORD005872,418,Books,2024-10-01,8,134.98,0.08,JP
ORD005873,294,Clothing,2024-04-13,5,200.82,0.22,CA
ORD005874,211,Toys,2023-09-04,3,347.4,0.35,CA
ORD005875,365,Home & Garden,2023-10-02,3,151.52,0.4,UK
ORD005876,26,Toys,2024-09-18,5,268.22,0.22,BR
ORD005877,329,Books,2023-07-09,7,404.48,0.37,IT
ORD005878,157,Clothing,2023-04-15,6,41.27,0.35,MX
ORD005879,231,Books,2024-07-03,6,96.0,0.08,US
ORD005880,325,Electronics,2023-11-09,4,266.91,0.01,UK
ORD005881,204,Beauty,2023-06-15,9,141.49,0.34,IT
ORD005882,149,Toys,2024-08-28,5,470.72,0.23,BR
ORD005883,100,Beauty,2023-05-16,10,40.92,0.31,FR
ORD005884,202,Toys,2024-06-18,4,168.51,0.26,BR
ORD005885,8,Books,2023-09-06,8,8.62,0.09,IT
ORD005886,431,Automotive,2024-06-04,6,8.69,0.18,FR
ORD005887,432,Electronics,2024-07-18,2,39.49,0.14,DE
ORD005888,340,Toys,2023-04-25,1,208.14,0.28,UK
ORD005889,139,Electronics,2024-08-25,2,170.77,0.02,SE
ORD005890,383,Toys,2024-03-27,5,215.03,0.18,FR
ORD005891,296,Automotive,2024-09-19,6,186.67,0.1,UK
ORD005892,133,Sports,2023-01-23,7,43.06,0.28,AU
ORD005893,232,Electronics,2024-07-06,2,305.33,0.19,US
ORD005894,41,Electronics,2024-12-20,2,168.16,0.28,DE
ORD005895,55,Toys,2024-05-28,7,270.82,0.32,UK
ORD005896,189,Home & Garden,2024-10-31,6,401.76,0.31,MX
ORD005897,18,Electronics,2023-10-30,2,455.85,0.37,FR
ORD005898,435,Sports,2024-05-27,6,437.26,0.04,DE
ORD005899,471,Beauty,2024-02-19,3,186.88,0.03,IT
ORD005900,165,Toys,2023-09-02,4,93.17,0.09,BR
ORD005901,181,Books,2024-03-30,1,282.35,0.18,IN
ORD005902,385,Automotive,2023-09-21,1,436.78,0.2,US
ORD005903,158,Books,2024-11-24,9,404.02,0.36,IN
ORD005904,393,Automotive,2024-08-05,10,231.54,0.4,DE
ORD005905,43,Electronics,2024-09-27,6,388.82,0.14,BR
ORD005906,267,Electronics,2024-04-09,1,97.62,0.38,UK
ORD005907,2,Automotive,2024-09-05,4,18.58,0.1,IT
ORD005908,364,Clothing,2023-09-25,4,457.24,0.07,IN
ORD005909,362,Home & Garden,2024-04-27,4,475.02,0.28,IT
ORD005910,231,Toys,2023-09-01,2,364.79,0.15,IN
ORD005911,444,Clothing,2024-03-09,2,172.65,0.32,IN
ORD005912,333,Clothing,2023-02-22,10,47.43,0.36,SG
ORD005913,128,Clothing,2024-08-01,9,23.19,0.23,UK
ORD005914,296,Toys,2023-11-04,1,18.0,0.35,BR
ORD005915,224,Toys,2024-12-19,4,150.95,0.13,UK
ORD005916,350,Toys,2024-09-18,2,139.13,0.03,UK
ORD005917,311,Clothing,2024-03-24,1,133.51,0.22,FR
ORD005918,390,Automotive,2023-07-14,7,443.49,0.39,UK
ORD005919,84,Home & Garden,2024-04-04,4,91.67,0.25,DE
ORD005920,12,Books,2024-07-06,6,64.31,0.29,ES
ORD005921,186,Clothing,2023-12-11,3,205.87,0.36,AU
ORD005922,37,Home & Garden,2024-03-08,8,391.14,0.31,ES
ORD005923,245,Home & Garden,2024-10-01,5,239.35,0.24,SG
ORD005924,180,Beauty,2023-04-11,2,334.91,0.32,FR
ORD005925,323,Beauty,2023-12-31,9,328.29,0.13,CA
ORD005926,339,Toys,2024-09-24,3,81.46,0.23,FR
ORD005927,491,Electronics,2023-10-13,8,372.06,0.35,SG
ORD005928,6,Home & Garden,2024-10-07,7,65.53,0.17,US
ORD005929,249,Clothing,2024-02-12,3,358.1,0.33,MX
ORD005930,400,Sports,2023-10-20,3,462.16,0.29,FR
ORD005931,129,Automotive,2024-12-24,4,63.19,0.13,US
ORD005932,432,Automotive,2023-04-29,9,68.45,0.26,JP
ORD005933,327,Toys,2023-09-11,5,494.12,0.18,ES
ORD005934,248,Clothing,2023-06-10,8,485.89,0.14,SE
ORD005935,58,Automotive,2024-12-18,2,246.49,0.28,IT
ORD005936,285,Toys,2023-04-20,1,80.26,0.06,US
ORD005937,3,Electronics,2023-03-29,3,321.31,0.26,IT
ORD005938,156,Electronics,2023-07-12,2,266.18,0.06,UK
ORD005939,189,Automotive,2024-03-20,4,198.1,0.2,DE
ORD005940,43,Electronics,2023-07-13,3,367.09,0.3,UK
ORD005941,35,Beauty,2023-08-27,2,124.03,0.27,US
ORD005942,445,Electronics,2024-01-25,10,390.38,0.15,SE
ORD005943,239,Clothing,2024-04-09,3,326.94,0.18,NL
ORD005944,47,Electronics,2024-02-28,1,63.46,0.1,NL
ORD005945,164,Home & Garden,2024-03-24,5,217.04,0.17,ES
ORD005946,298,Beauty,2024-05-04,8,261.86,0.36,JP
ORD005947,448,Home & Garden,2024-10-02,9,242.29,0.34,BR
ORD005948,224,Books,2024-05-07,4,237.4,0.04,MX
ORD005949,90,Beauty,2024-06-10,7,396.69,0.07,ES
ORD005950,242,Sports,2023-10-17,2,273.21,0.01,UK
ORD005951,347,Toys,2024-11-20,1,116.84,0.17,BR
ORD005952,65,Toys,2024-08-13,8,295.53,0.33,CA
ORD005953,316,Toys,2024-03-01,6,150.13,0.23,BR
ORD005954,173,Clothing,2023-11-24,1,102.47,0.09,FR
ORD005955,498,Automotive,2023-01-14,3,497.36,0.16,SG
ORD005956,220,Toys,2024-12-21,4,318.65,0.04,US
ORD005957,285,Books,2023-04-14,1,169.47,0.15,DE
ORD005958,354,Toys,2024-01-07,4,140.0,0.15,SE
ORD005959,404,Electronics,2023-09-07,6,210.63,0.11,CA
ORD005960,28,Beauty,2023-08-27,1,387.97,0.08,JP
ORD005961,176,Home & Garden,2023-11-03,2,382.96,0.09,UK
ORD005962,6,Electronics,2024-02-22,6,284.12,0.06,MX
ORD005963,37,Automotive,2023-01-08,7,411.43,0.05,FR
ORD005964,239,Home & Garden,2023-04-23,7,266.97,0.39,ES
ORD005965,203,Toys,2024-03-23,3,399.56,0.26,NL
ORD005966,362,Beauty,2024-06-23,2,402.0,0.26,IN
ORD005967,337,Electronics,2024-05-07,3,283.92,0.16,IT
ORD005968,462,Home & Garden,2024-12-24,6,96.45,0.07,AU
ORD005969,128,Automotive,2023-02-04,6,369.03,0.2,BR
ORD005970,274,Sports,2024-01-12,10,417.9,0.15,US
ORD005971,70,Sports,2023-11-02,6,268.53,0.1,FR
ORD005972,213,Automotive,2023-05-26,8,355.81,0.3,JP
ORD005973,53,Home & Garden,2024-10-12,9,247.48,0.09,JP
ORD005974,458,Home & Garden,2023-04-15,5,9.2,0.29,CA
ORD005975,265,Home & Garden,2024-01-04,2,391.89,0.05,BR
ORD005976,37,Automotive,2023-05-21,3,229.13,0.2,FR
ORD005977,168,Sports,2023-11-15,10,482.24,0.27,UK
ORD005978,386,Toys,2024-07-31,3,20.08,0.28,SE
ORD005979,382,Automotive,2024-05-26,4,435.11,0.39,UK
ORD005980,374,Clothing,2024-05-26,4,73.55,0.18,DE
ORD005981,320,Books,2023-06-07,10,45.7,0.15,DE
ORD005982,493,Sports,2023-01-17,2,206.34,0.3,SG
ORD005983,469,Toys,2024-06-09,2,95.65,0.03,ES
ORD005984,201,Clothing,2023-03-19,7,329.86,0.2,NL
ORD005985,491,Electronics,2023-10-12,10,305.53,0.35,BR
ORD005986,343,Home & Garden,2024-09-08,7,419.21,0.11,NL
ORD005987,1,Home & Garden,2023-10-26,10,425.97,0.2,MX
ORD005988,373,Books,2023-12-06,6,150.42,0.06,ES
ORD005989,118,Automotive,2024-11-30,3,387.69,0.38,UK
ORD005990,430,Clothing,2024-10-25,2,470.67,0.34,FR
ORD005991,121,Beauty,2023-03-08,3,164.35,0.31,CA
ORD005992,240,Automotive,2024-09-24,9,182.89,0.06,MX
ORD005993,440,Automotive,2023-12-28,7,81.48,0.2,FR
ORD005994,393,Beauty,2024-08-05,9,497.95,0.09,UK
ORD005995,67,Clothing,2023-09-15,2,477.14,0.37,ES
ORD005996,488,Toys,2024-11-29,3,356.14,0.37,AU
ORD005997,209,Home & Garden,2024-08-04,3,17.73,0.29,DE
ORD005998,266,Automotive,2023-11-25,8,259.4,0.26,SE
ORD005999,27,Sports,2023-09-21,10,437.13,0.1,CA
ORD006000,15,Clothing,2023-06-04,7,49.95,0.03,IT
ORD006001,240,Electronics,2023-07-21,8,213.59,0.34,IT
ORD006002,179,Toys,2023-11-19,9,51.85,0.1,NL
ORD006003,20,Sports,2023-09-16,8,448.49,0.11,MX
ORD006004,44,Books,2024-04-15,3,319.54,0.1,BR
ORD006005,363,Home & Garden,2024-04-08,9,312.36,0.14,SE
ORD006006,295,Beauty,2023-05-22,10,162.47,0.13,US
ORD006007,260,Electronics,2023-07-10,7,207.44,0.1,NL
ORD006008,284,Clothing,2023-02-02,2,379.85,0.05,SE
ORD006009,500,Electronics,2023-10-07,8,49.93,0.31,NL
ORD006010,231,Sports,2023-12-12,6,350.42,0.38,IT
ORD006011,494,Home & Garden,2023-03-18,8,251.48,0.06,ES
ORD006012,150,Beauty,2023-03-04,1,212.02,0.23,NL
ORD006013,393,Electronics,2023-07-15,4,318.9,0.18,DE
ORD006014,315,Home & Garden,2023-12-25,6,14.65,0.18,MX
ORD006015,147,Home & Garden,2024-12-18,2,268.45,0.3,BR
ORD006016,59,Beauty,2024-10-30,6,286.31,0.3,ES
ORD006017,57,Automotive,2023-10-18,7,61.22,0.03,UK
ORD006018,328,Clothing,2024-02-10,6,63.83,0.36,UK
ORD006019,79,Home & Garden,2024-02-13,8,196.16,0.01,JP
ORD006020,311,Sports,2023-09-08,5,461.5,0.18,UK
ORD006021,346,Sports,2024-09-17,3,307.15,0.04,ES
ORD006022,370,Clothing,2023-08-01,2,282.23,0.27,FR
ORD006023,68,Home & Garden,2023-11-08,2,487.14,0.17,JP
ORD006024,62,Toys,2024-10-24,4,272.18,0.06,US
ORD006025,142,Electronics,2023-09-10,10,18.89,0.14,AU
ORD006026,244,Toys,2024-01-09,8,419.36,0.1,IT
ORD006027,47,Beauty,2024-09-27,2,478.58,0.26,SG
ORD006028,246,Automotive,2023-08-28,7,485.39,0.27,MX
ORD006029,26,Toys,2024-12-03,6,110.37,0.22,CA
ORD006030,71,Books,2023-05-29,3,274.38,0.31,BR
ORD006031,195,Home & Garden,2024-05-14,8,206.75,0.01,DE
ORD006032,287,Beauty,2023-02-13,1,223.86,0.26,JP
ORD006033,208,Clothing,2024-01-28,1,164.65,0.26,JP
ORD006034,354,Toys,2023-04-27,7,19.7,0.18,UK
ORD006035,97,Toys,2024-04-03,6,105.35,0.34,IN
ORD006036,49,Electronics,2024-03-26,6,49.54,0.03,ES
ORD006037,461,Books,2023-11-01,7,245.99,0.3,AU
ORD006038,218,Books,2024-11-06,10,96.21,0.13,UK
ORD006039,304,Home & Garden,2024-10-12,1,253.77,0.01,CA
ORD006040,359,Toys,2024-06-20,8,104.86,0.01,ES
ORD006041,146,Books,2024-06-09,5,342.71,0.1,SG
ORD006042,33,Electronics,2023-02-19,3,460.03,0.23,SE
ORD006043,418,Home & Garden,2023-08-25,5,294.11,0.25,AU
ORD006044,342,Automotive,2023-05-29,6,57.31,0.05,JP
ORD006045,277,Automotive,2023-10-11,6,83.89,0.12,BR
ORD006046,434,Home & Garden,2023-03-21,3,410.11,0.04,IT
ORD006047,223,Books,2023-08-21,1,211.54,0.33,UK
ORD006048,25,Books,2024-02-21,7,342.62,0.34,JP
ORD006049,376,Home & Garden,2023-05-02,9,340.3,0.08,IN
ORD006050,403,Books,2023-03-19,10,111.27,0.36,FR
ORD006051,184,Sports,2024-05-30,9,150.53,0.03,JP
ORD006052,100,Sports,2023-06-30,3,361.51,0.22,US
ORD006053,402,Books,2023-12-16,9,11.87,0.29,AU
ORD006054,29,Toys,2024-09-04,7,247.89,0.16,IT
ORD006055,3,Automotive,2023-10-04,6,72.5,0.04,US
ORD006056,418,Toys,2023-03-13,3,258.55,0.31,UK
ORD006057,124,Electronics,2024-07-27,8,247.13,0.31,JP
ORD006058,394,Home & Garden,2024-06-23,2,279.5,0.13,JP
ORD006059,266,Electronics,2024-03-21,9,180.3,0.01,US
ORD006060,467,Books,2024-01-28,10,119.24,0.37,FR
ORD006061,419,Toys,2024-07-03,10,238.23,0.03,FR
ORD006062,242,Automotive,2023-09-15,9,236.22,0.1,US
ORD006063,372,Sports,2023-08-29,9,236.63,0.17,SG
ORD006064,82,Clothing,2024-04-03,8,269.61,0.18,NL
ORD006065,468,Books,2023-05-02,2,244.8,0.21,AU
ORD006066,459,Sports,2024-04-07,4,174.7,0.08,IN
ORD006067,131,Electronics,2024-09-24,2,147.39,0.16,IN
ORD006068,261,Clothing,2024-01-12,4,368.63,0.37,US
ORD006069,462,Clothing,2023-03-02,6,274.34,0.35,JP
ORD006070,164,Automotive,2024-04-28,9,60.2,0.04,CA
ORD006071,58,Clothing,2024-09-26,8,108.12,0.31,SE
ORD006072,491,Home & Garden,2023-05-24,9,236.72,0.22,BR
ORD006073,100,Home & Garden,2024-03-22,9,21.72,0.01,FR
ORD006074,79,Toys,2023-05-24,9,68.17,0.32,MX
ORD006075,234,Sports,2024-08-21,1,73.16,0.06,SG
ORD006076,232,Books,2023-07-04,10,434.89,0.1,SE
ORD006077,106,Sports,2024-04-04,5,194.44,0.03,ES
ORD006078,441,Beauty,2024-03-06,3,431.59,0.31,JP
ORD006079,16,Toys,2023-10-01,5,186.8,0.28,UK
ORD006080,461,Books,2024-10-19,6,355.27,0.33,CA
ORD006081,320,Electronics,2024-10-19,7,263.86,0.2,ES
ORD006082,132,Toys,2023-09-06,5,119.08,0.17,FR
ORD006083,204,Sports,2023-09-12,6,451.75,0.22,IT
ORD006084,41,Electronics,2024-04-23,5,438.66,0.0,ES
ORD006085,462,Electronics,2023-07-27,9,375.68,0.31,MX
ORD006086,353,Clothing,2023-08-10,2,333.98,0.33,AU
ORD006087,492,Toys,2023-01-16,8,224.89,0.02,AU
ORD006088,22,Books,2023-03-10,6,71.76,0.36,ES
ORD006089,463,Books,2024-04-25,5,213.69,0.16,ES
ORD006090,417,Automotive,2023-08-23,4,364.4,0.09,UK
ORD006091,259,Sports,2023-03-01,3,242.96,0.02,NL
ORD006092,309,Electronics,2024-11-10,3,491.44,0.39,MX
ORD006093,155,Home & Garden,2023-08-04,7,316.94,0.27,UK
ORD006094,255,Books,2023-06-02,2,85.69,0.25,UK
ORD006095,478,Beauty,2024-01-17,3,44.64,0.06,AU
ORD006096,407,Sports,2024-08-29,5,112.14,0.32,NL
ORD006097,187,Electronics,2024-09-29,7,273.1,0.24,BR
ORD006098,276,Books,2023-08-11,5,483.61,0.14,BR
ORD006099,190,Sports,2024-06-25,2,494.13,0.25,SG
ORD006100,175,Books,2024-01-17,8,383.17,0.06,US
ORD006101,318,Books,2024-03-10,3,125.64,0.17,JP
ORD006102,209,Automotive,2023-11-18,10,496.39,0.06,DE
ORD006103,318,Electronics,2023-05-10,5,469.67,0.05,CA
ORD006104,486,Books,2024-08-21,9,327.95,0.4,US
ORD006105,53,Sports,2024-02-02,6,13.77,0.11,UK
ORD006106,202,Beauty,2023-10-21,3,129.49,0.0,SE
ORD006107,96,Beauty,2024-05-07,10,245.92,0.09,MX
ORD006108,34,Clothing,2023-11-07,4,153.04,0.15,SG
ORD006109,1,Sports,2024-09-11,7,308.71,0.01,NL
ORD006110,187,Toys,2023-04-10,8,287.82,0.25,AU
ORD006111,50,Electronics,2023-01-22,5,491.45,0.21,SG
ORD006112,360,Sports,2024-02-20,9,221.99,0.14,US
ORD006113,172,Toys,2023-07-07,9,20.56,0.36,MX
ORD006114,110,Clothing,2023-03-28,3,30.79,0.1,US
ORD006115,475,Toys,2023-01-23,2,84.11,0.04,MX
ORD006116,314,Home & Garden,2024-07-16,1,130.07,0.04,IT
ORD006117,400,Electronics,2024-12-01,1,337.0,0.32,BR
ORD006118,385,Home & Garden,2024-03-25,6,340.79,0.14,CA
ORD006119,114,Home & Garden,2024-07-18,3,422.46,0.36,ES
ORD006120,315,Toys,2024-09-04,5,8.37,0.03,IT
ORD006121,59,Books,2024-08-10,6,341.12,0.22,JP
ORD006122,267,Beauty,2023-08-27,3,283.33,0.12,IN
ORD006123,500,Toys,2023-01-02,7,132.77,0.38,CA
ORD006124,106,Toys,2024-04-03,4,301.79,0.19,IN
ORD006125,361,Books,2024-11-22,9,78.37,0.11,AU
ORD006126,27,Electronics,2024-10-09,2,16.14,0.01,IT
ORD006127,262,Clothing,2023-01-04,7,239.86,0.2,IT
ORD006128,63,Books,2024-10-22,4,320.96,0.06,SE
ORD006129,490,Sports,2023-01-08,2,278.26,0.03,NL
ORD006130,224,Automotive,2024-01-23,2,396.05,0.06,JP
ORD006131,478,Beauty,2024-09-14,8,122.37,0.21,MX
ORD006132,452,Automotive,2023-10-31,9,175.0,0.1,SG
ORD006133,58,Home & Garden,2024-05-14,1,296.77,0.17,IT
ORD006134,253,Electronics,2023-06-19,3,197.53,0.21,DE
ORD006135,319,Automotive,2024-12-09,8,389.45,0.02,US
ORD006136,216,Automotive,2023-02-02,8,12.11,0.22,MX
ORD006137,345,Toys,2024-04-06,6,386.38,0.18,SG
ORD006138,223,Home & Garden,2023-01-26,1,407.79,0.22,ES
ORD006139,432,Electronics,2023-01-31,5,352.17,0.28,DE
ORD006140,316,Beauty,2023-07-17,5,277.51,0.28,US
ORD006141,250,Automotive,2023-01-12,8,126.72,0.28,FR
ORD006142,428,Home & Garden,2023-06-01,9,78.14,0.03,IT
ORD006143,340,Toys,2023-04-23,1,446.74,0.36,FR
ORD006144,136,Electronics,2024-10-27,10,499.83,0.32,AU
ORD006145,178,Clothing,2023-01-31,5,87.46,0.35,CA
ORD006146,47,Sports,2024-03-22,7,194.78,0.07,ES
ORD006147,201,Books,2024-05-04,10,119.02,0.23,DE
ORD006148,284,Electronics,2024-08-22,7,107.26,0.37,AU
ORD006149,282,Home & Garden,2023-09-26,1,353.32,0.37,US
ORD006150,396,Toys,2023-05-13,3,468.29,0.15,FR
ORD006151,108,Electronics,2023-03-30,9,202.78,0.34,SG
ORD006152,198,Books,2023-04-15,2,421.34,0.19,DE
ORD006153,397,Automotive,2024-01-18,7,437.96,0.03,IN
ORD006154,366,Electronics,2024-03-11,5,345.88,0.39,FR
ORD006155,249,Electronics,2024-07-29,10,390.85,0.12,DE
ORD006156,395,Automotive,2024-08-10,10,50.27,0.12,FR
ORD006157,426,Clothing,2024-09-07,1,396.8,0.36,IN
ORD006158,214,Sports,2023-04-27,10,79.95,0.3,US
ORD006159,394,Sports,2024-06-28,9,363.82,0.15,BR
ORD006160,113,Sports,2023-02-23,10,478.18,0.32,IN
ORD006161,282,Beauty,2024-10-04,6,146.58,0.01,ES
ORD006162,125,Toys,2024-01-19,10,243.16,0.23,MX
ORD006163,344,Automotive,2024-04-13,3,238.88,0.11,JP
ORD006164,184,Toys,2024-03-28,2,99.65,0.22,IN
ORD006165,425,Electronics,2024-02-12,5,15.31,0.13,MX
ORD006166,457,Sports,2024-01-18,3,382.88,0.29,IT
ORD006167,170,Electronics,2024-11-04,10,446.14,0.25,DE
ORD006168,18,Home & Garden,2023-09-12,7,138.55,0.29,AU
ORD006169,365,Toys,2024-07-22,5,338.16,0.28,NL
ORD006170,457,Automotive,2023-09-22,1,308.35,0.3,MX
ORD006171,462,Books,2023-02-03,2,166.31,0.39,NL
